pmid,entity_id,text,entity_type,identifier,start,end,split
28584052,5,O-GlcNAcylation,GeneOrGeneProduct,8473,174,189,train
28584052,6,O-GlcNAc,GeneOrGeneProduct,8473,253,261,train
28584052,7,O-GlcNAcylation,GeneOrGeneProduct,8473,463,478,train
28584052,8,developmental defects,DiseaseOrPhenotypicFeature,D003147,505,526,train
28584052,9,neurodegeneration,DiseaseOrPhenotypicFeature,D019636,531,548,train
28584052,10,OGT,GeneOrGeneProduct,8473,576,579,train
28584052,11,humans,OrganismTaxon,9606,629,635,train
28584052,12,OGT,GeneOrGeneProduct,8473,684,687,train
28584052,13,X-linked intellectual disability,DiseaseOrPhenotypicFeature,D038901,708,740,train
28584052,14,XLID,DiseaseOrPhenotypicFeature,D038901,742,746,train
28584052,15,p.Arg284Pro,SequenceVariant,rs1114167891,796,807,train
28584052,16,c.463-6T>G,SequenceVariant,c|SUB|T463-6|G,856,866,train
28584052,17,OGT,GeneOrGeneProduct,8473,927,930,train
28584052,18,OGT,GeneOrGeneProduct,8473,1016,1019,train
28584052,19,O-GlcNAcase,GeneOrGeneProduct,10724,1070,1081,train
28584052,20,patient,OrganismTaxon,9606,1090,1097,train
28584052,21,O-GlcNAc,GeneOrGeneProduct,8473,1130,1138,train
28584052,22,O-GlcNAcylation,GeneOrGeneProduct,8473,1235,1250,train
28584052,23,O-GlcNAcase,GeneOrGeneProduct,10724,1270,1281,train
28584052,24,c.463-6T>G,SequenceVariant,c|SUB|T463-6|G,1317,1327,train
28584052,25,patient,OrganismTaxon,9606,1436,1443,train
28584052,26,OGT,GeneOrGeneProduct,8473,1477,1480,train
28584052,27,p.Arg284Pro,SequenceVariant,rs1114167891,1493,1504,train
28584052,28,host cell factor 1,GeneOrGeneProduct,3054,1689,1707,train
28584052,29,XLID,DiseaseOrPhenotypicFeature,D038901,1737,1741,train
28584052,30,O-GlcNAc,GeneOrGeneProduct,8473,1787,1795,train
28584052,31,host cell factor 1,GeneOrGeneProduct,3054,1812,1830,train
28584052,32,XLID,DiseaseOrPhenotypicFeature,D038901,1874,1878,train
28584052,33,OGT,GeneOrGeneProduct,8473,1899,1902,train
15523499,0,beta adrenergic receptor,GeneOrGeneProduct,"153,154,155",27,51,train
15523499,1,beta-adrenergic receptors,GeneOrGeneProduct,"153,154,155",102,127,train
15523499,2,beta-AR,GeneOrGeneProduct,"153,154,155",129,136,train
15523499,3,epinephrine,ChemicalEntity,D004837,183,194,train
15523499,4,norepinephrine,ChemicalEntity,D009638,199,213,train
15523499,5,beta-AR,GeneOrGeneProduct,"153,154,155",296,303,train
15523499,6,ADRB1,GeneOrGeneProduct,153,311,316,train
15523499,7,ADRB2,GeneOrGeneProduct,154,318,323,train
15523499,8,ADRB3,GeneOrGeneProduct,155,328,333,train
15523499,9,cardiovascular and metabolic disorders,DiseaseOrPhenotypicFeature,"D002318,D008659",428,466,train
15523499,10,ADRB1,GeneOrGeneProduct,153,584,589,train
15523499,11,Arg389Gly,SequenceVariant,p|SUB|R|389|G,590,599,train
15523499,12,Gly49Ser,SequenceVariant,p|SUB|G|49|S,604,612,train
15523499,13,ADRB2,GeneOrGeneProduct,154,614,619,train
15523499,14,Arg16Gly,SequenceVariant,p|SUB|R|16|G,620,628,train
15523499,15,Gln27Glu,SequenceVariant,p|SUB|Q|27|E,633,641,train
15523499,16,ADRB3,GeneOrGeneProduct,155,647,652,train
15523499,17,Arg64Trp,SequenceVariant,p|SUB|R|64|W,653,661,train
15523499,18,beta-AR,GeneOrGeneProduct,"153,154,155",788,795,train
15523499,19,beta-AR,GeneOrGeneProduct,"153,154,155",1479,1486,train
15523499,20,beta-AR,GeneOrGeneProduct,"153,154,155",1557,1564,train
15770495,0,patients,OrganismTaxon,9606,58,66,train
15770495,1,steroid 5alpha-reductase deficiency type 2,DiseaseOrPhenotypicFeature,C535830,72,114,train
15770495,2,steroid 5alpha-reductase type 2,GeneOrGeneProduct,6716,133,164,train
15770495,3,SRD5A2,GeneOrGeneProduct,6716,166,172,train
15770495,4,SRD5A2,GeneOrGeneProduct,6716,339,345,train
15770495,5,patients,OrganismTaxon,9606,473,481,train
15770495,6,steroid 5alpha-reductase type 2 deficiency,DiseaseOrPhenotypicFeature,C535830,497,539,train
15770495,7,SRD5A2,GeneOrGeneProduct,6716,594,600,train
15770495,8,patients,OrganismTaxon,9606,672,680,train
15770495,9,G183S,SequenceVariant,rs121434247,686,691,train
15770495,10,R246W,SequenceVariant,rs121434244,702,707,train
15770495,11,del642T,SequenceVariant,c|DEL|642|T,718,725,train
15770495,12,G196S,SequenceVariant,rs121434250,736,741,train
15770495,13,217_218insC,SequenceVariant,c|INS|217_218|C,756,767,train
15770495,14,A49T,SequenceVariant,rs9282858,777,781,train
15770495,15,Q126R,SequenceVariant,rs368386747,860,865,train
15770495,16,IVS3+1G>A,SequenceVariant,c|SUB|G|IVS3+1|A,866,875,train
15770495,17,Q126R,SequenceVariant,rs368386747,886,891,train
15770495,18,del418T,SequenceVariant,c|DEL|418|T,892,899,train
15770495,19,Q126R,SequenceVariant,rs368386747,923,928,train
15770495,20,G158R,SequenceVariant,p|SUB|G|158|R,929,934,train
15770495,21,patients,OrganismTaxon,9606,943,951,train
15770495,22,A207D,SequenceVariant,rs767564684,974,979,train
15770495,23,G196S,SequenceVariant,rs121434250,981,986,train
15770495,24,R266W,SequenceVariant,p|SUB|R|266|W,992,997,train
15770495,25,V89L,SequenceVariant,rs523349,1017,1021,train
15770495,26,A207D,SequenceVariant,rs767564684,1083,1088,train
15770495,27,A49T,SequenceVariant,rs9282858,1150,1154,train
15770495,28,patients,OrganismTaxon,9606,1262,1270,train
15770495,29,SRD5A2,GeneOrGeneProduct,6716,1296,1302,train
15770495,30,del642T,SequenceVariant,c|DEL|642|T,1349,1356,train
15770495,31,G158R,SequenceVariant,p|SUB|G|158|R,1361,1366,train
15770495,32,IVS3+1G>A,SequenceVariant,c|SUB|G|IVS3+1|A,1420,1429,train
15770495,33,217_218insC,SequenceVariant,c|INS|217_218|C,1465,1476,train
15770495,34,SRD5A2,GeneOrGeneProduct,6716,1593,1599,train
15770495,35,G183S,SequenceVariant,rs121434247,1687,1692,train
15770495,36,patients,OrganismTaxon,9606,1742,1750,train
15970799,0,SLCO1B1,GeneOrGeneProduct,10599,31,38,train
15970799,1,OATP-C,GeneOrGeneProduct,10599,40,46,train
15970799,2,SLCO1B1,GeneOrGeneProduct,10599,58,65,train
15970799,3,SLCO1B1,GeneOrGeneProduct,10599,69,76,train
15970799,4,SLCO1B1,GeneOrGeneProduct,10599,84,91,train
15970799,5,C1007G,SequenceVariant,rs72559747,95,101,train
15970799,6,HeLa,CellLine,CVCL_0030,144,148,train
15970799,7,HEK293,CellLine,CVCL_0045,153,159,train
15970799,8,SLCO1B1,GeneOrGeneProduct,10599,179,186,train
15970799,9,SLCO1B1,GeneOrGeneProduct,10599,193,200,train
15970799,10,pravastatin,ChemicalEntity,D017035,250,261,train
15970799,11,SLCO1B1,GeneOrGeneProduct,10599,338,345,train
15970799,12,OATP1B1,GeneOrGeneProduct,10599,367,374,train
15970799,13,SLCO1B1,GeneOrGeneProduct,10599,412,419,train
15970799,14,OATP1B1,GeneOrGeneProduct,10599,442,449,train
15970799,15,SLCO1B1,GeneOrGeneProduct,10599,560,567,train
15970799,16,C1007G,SequenceVariant,rs72559747,583,589,train
15970799,17,patient,OrganismTaxon,9606,620,627,train
15970799,18,pravastatin,ChemicalEntity,D017035,633,644,train
15970799,19,myopathy,DiseaseOrPhenotypicFeature,D009135,653,661,train
15970799,20,OATP1B1,GeneOrGeneProduct,10599,695,702,train
15970799,21,HEK293,CellLine,CVCL_0045,738,744,train
15970799,22,HeLa,CellLine,CVCL_0030,749,753,train
15970799,23,tritium,ChemicalEntity,D014316,891,898,train
15970799,24,estradiol-17beta-D-glucuronide,ChemicalEntity,C025483,907,937,train
15970799,25,estrone-3-sulfate,ChemicalEntity,C017296,942,959,train
15970799,26,pravastatin,ChemicalEntity,D017035,977,988,train
15970799,27,atorvastatin,ChemicalEntity,D000069059,990,1002,train
15970799,28,cerivastatin,ChemicalEntity,C086276,1004,1016,train
15970799,29,simvastatin,ChemicalEntity,D019821,1021,1032,train
15970799,30,SLCO1B1,GeneOrGeneProduct,10599,1144,1151,train
15970799,31,C1007G,SequenceVariant,rs72559747,1167,1173,train
15970799,32,SLCO1B1,GeneOrGeneProduct,10599,1211,1218,train
15970799,33,C1007G,SequenceVariant,rs72559747,1227,1233,train
15970799,34,C1007G,SequenceVariant,rs72559747,1242,1248,train
15970799,35,simvastatin,ChemicalEntity,D019821,1310,1321,train
15970799,36,pravastatin,ChemicalEntity,D017035,1343,1354,train
15970799,37,atorvastatin,ChemicalEntity,D000069059,1359,1371,train
15970799,38,SLCO1B1,GeneOrGeneProduct,10599,1471,1478,train
15970799,39,C1007G,SequenceVariant,rs72559747,1494,1500,train
15970799,40,SLCO1B1,GeneOrGeneProduct,10599,1539,1546,train
15970799,41,C1007G,SequenceVariant,rs72559747,1562,1568,train
15970799,42,521T>C,SequenceVariant,c|SUB|T|521|C,1702,1708,train
15970799,43,SLCO1B1,GeneOrGeneProduct,10599,1731,1738,train
15970799,44,C1007G,SequenceVariant,rs72559747,1754,1760,train
15970799,45,SLCO1B1,GeneOrGeneProduct,10599,1855,1862,train
15970799,46,C1007G,SequenceVariant,rs72559747,1878,1884,train
16737910,0,ETV6,GeneOrGeneProduct,2120,56,60,train
16737910,1,TEL,GeneOrGeneProduct,2120,62,65,train
16737910,2,ETV6,GeneOrGeneProduct,2120,76,80,train
16737910,3,Translocation-Ets-Leukemia,GeneOrGeneProduct,2120,85,111,train
16737910,4,TEL,GeneOrGeneProduct,2120,113,116,train
16737910,5,human,OrganismTaxon,9606,296,301,train
16737910,6,cancer,DiseaseOrPhenotypicFeature,D009369,302,308,train
16737910,7,ETV6,GeneOrGeneProduct,2120,310,314,train
16737910,8,ETV6,GeneOrGeneProduct,2120,478,482,train
16737910,9,ETV6,GeneOrGeneProduct,2120,629,633,train
16737910,10,ETV6,GeneOrGeneProduct,2120,635,639,train
16737910,11,ETV6,GeneOrGeneProduct,2120,836,840,train
16737910,12,beta-galactosidase,GeneOrGeneProduct,2720,899,917,train
16737910,13,ETV6,GeneOrGeneProduct,2120,1063,1067,train
16822828,0,patients,OrganismTaxon,9606,27,35,train
16822828,1,17alpha-hydroxylase deficiency,DiseaseOrPhenotypicFeature,C538237,41,71,train
16822828,2,CYP17,GeneOrGeneProduct,1586,180,185,train
16822828,3,17alpha-Hydroxylase deficiency,DiseaseOrPhenotypicFeature,C538237,206,236,train
16822828,4,congenital adrenal hyperplasia,DiseaseOrPhenotypicFeature,D000312,255,285,train
16822828,5,CYP17,GeneOrGeneProduct,1586,296,301,train
16822828,6,patients,OrganismTaxon,9606,342,350,train
16822828,7,17alpha-hydroxylase deficiency,DiseaseOrPhenotypicFeature,C538237,356,386,train
16822828,8,PATIENTS,OrganismTaxon,9606,403,411,train
16822828,9,patients,OrganismTaxon,9606,422,430,train
16822828,10,17alpha-hydroxylase deficiency,DiseaseOrPhenotypicFeature,C538237,511,541,train
16822828,11,CYP17,GeneOrGeneProduct,1586,660,665,train
16822828,12,patients,OrganismTaxon,9606,708,716,train
16822828,13,V311fs,SequenceVariant,p|FS|V|311||,730,736,train
16822828,14,Y329fs,SequenceVariant,p|FS|Y|329||,741,747,train
16822828,15,V311fs,SequenceVariant,p|FS|V|311||,788,794,train
16822828,16,8-bp nucleotide (TTAAATGG) deletion,SequenceVariant,c|DEL||TTAAATGG,801,836,train
16822828,17,Y329fs,SequenceVariant,p|FS|Y|329||,848,854,train
16822828,18,(TAC-->AA) at codon 329,SequenceVariant,c|SUB|TAC|CODON329|AA,897,920,train
16822828,19,Y329fs,SequenceVariant,p|FS|Y|329||,952,958,train
16822828,20,Y329fs,SequenceVariant,p|FS|Y|329||,993,999,train
16822828,21,V311fs,SequenceVariant,p|FS|V|311||,1004,1010,train
16822828,22,D487_S488_F489 deletion,SequenceVariant,p|DEL|487_489|DSF,1089,1112,train
16822828,23,17alpha-hydroxylase deficiency,DiseaseOrPhenotypicFeature,C538237,1223,1253,train
16822828,24,D487_S488_F489 deletion,SequenceVariant,p|DEL|487_489|DSF,1259,1282,train
16822828,25,CYP17,GeneOrGeneProduct,1586,1474,1479,train
16822828,26,Y329fs,SequenceVariant,p|FS|Y|329||,1538,1544,train
16822828,27,CYP17,GeneOrGeneProduct,1586,1672,1677,train
16822828,28,patients,OrganismTaxon,9606,1723,1731,train
16822828,29,Y329fs,SequenceVariant,p|FS|Y|329||,1779,1785,train
16822828,30,17alpha-hydroxylase deficiency,DiseaseOrPhenotypicFeature,C538237,1859,1889,train
17351238,0,drop in blood pressure,DiseaseOrPhenotypicFeature,D007022,11,33,train
17351238,1,GTN,ChemicalEntity,D005996,56,59,train
17351238,2,chest pain,DiseaseOrPhenotypicFeature,D002637,125,135,train
17351238,3,chest pain,DiseaseOrPhenotypicFeature,D002637,147,157,train
17351238,4,patient,OrganismTaxon,9606,192,199,train
17351238,5,patient,OrganismTaxon,9606,227,234,train
17351238,6,oxygen,ChemicalEntity,D010100,297,303,train
17351238,7,glyceryl trinitrate,ChemicalEntity,D005996,324,343,train
17351238,8,GTN,ChemicalEntity,D005996,345,348,train
17351238,9,GTN,ChemicalEntity,D005996,377,380,train
17351238,10,patient,OrganismTaxon,9606,385,392,train
17351238,11,drop in blood pressure,DiseaseOrPhenotypicFeature,D007022,414,436,train
17351238,12,atropine sulphate,ChemicalEntity,D001285,475,492,train
17351238,13,patient,OrganismTaxon,9606,558,565,train
17351238,14,patient,OrganismTaxon,9606,901,908,train
17351238,15,syncopal episode,DiseaseOrPhenotypicFeature,D013575,916,932,train
17351238,16,patient,OrganismTaxon,9606,1056,1063,train
18189233,0,RNASEL,GeneOrGeneProduct,6041,0,6,train
18189233,1,RNASEL,GeneOrGeneProduct,6041,11,17,train
18189233,2,prostate cancer,DiseaseOrPhenotypicFeature,D011471,42,57,train
18189233,3,prostate cancer,DiseaseOrPhenotypicFeature,D011471,154,169,train
18189233,4,prostate cancer,DiseaseOrPhenotypicFeature,D011471,193,208,train
18189233,5,ribonuclease L,GeneOrGeneProduct,6041,329,343,train
18189233,6,RNASEL,GeneOrGeneProduct,6041,345,351,train
18189233,7,prostate cancer,DiseaseOrPhenotypicFeature,D011471,428,443,train
18189233,8,RNASEL,GeneOrGeneProduct,6041,462,468,train
18189233,9,prostate cancer,DiseaseOrPhenotypicFeature,D011471,516,531,train
18189233,10,RNASEL,GeneOrGeneProduct,6041,647,653,train
18189233,11,prostate cancer,DiseaseOrPhenotypicFeature,D011471,660,675,train
18189233,12,R462Q,SequenceVariant,rs486907,720,725,train
18189233,13,D541E,SequenceVariant,rs627928,730,735,train
18189233,14,prostate cancer,DiseaseOrPhenotypicFeature,D011471,757,772,train
18189233,15,RNASEL,GeneOrGeneProduct,6041,831,837,train
18189233,16,ABCE1,GeneOrGeneProduct,6059,839,844,train
18189233,17,prostate cancer,DiseaseOrPhenotypicFeature,D011471,876,891,train
18189233,18,R462Q,SequenceVariant,rs486907,951,956,train
18189233,19,D541E,SequenceVariant,rs627928,961,966,train
18189233,20,prostate cancer,DiseaseOrPhenotypicFeature,D011471,985,1000,train
18189233,21,K294E,SequenceVariant,rs143544690,1053,1058,train
18189233,22,prostate cancer,DiseaseOrPhenotypicFeature,D011471,1116,1131,train
18189233,23,"20 bp insertion/deletion polymorphism 1,109 bp upstream of the initiation codon",SequenceVariant,c|INDEL|1109|20,1152,1231,train
18189233,24,prostate cancer,DiseaseOrPhenotypicFeature,D011471,1274,1289,train
18189233,25,ABCE1,GeneOrGeneProduct,6059,1347,1352,train
18189233,26,"A/G transition -1,071 bp",SequenceVariant,c|SUB|A|-1071|G,1418,1442,train
18189233,27,prostate cancer,DiseaseOrPhenotypicFeature,D011471,1536,1551,train
18189233,28,prostate cancer,DiseaseOrPhenotypicFeature,D011471,1624,1639,train
18189233,29,RNASEL,GeneOrGeneProduct,6041,1661,1667,train
18189233,30,prostate cancer,DiseaseOrPhenotypicFeature,D011471,1723,1738,train
18483878,0,inflammatory,DiseaseOrPhenotypicFeature,D007249,26,38,train
18483878,1,vasoactive intestinal polypeptide,GeneOrGeneProduct,22353,52,85,train
18483878,2,VIP,GeneOrGeneProduct,22353,96,99,train
18483878,3,mice,OrganismTaxon,10090,104,108,train
18483878,4,cyclophosphamide,ChemicalEntity,D003520,114,130,train
18483878,5,CYP,ChemicalEntity,D003520,132,135,train
18483878,6,cystitis,DiseaseOrPhenotypicFeature,D003556,145,153,train
18483878,7,Vasoactive intestinal polypeptide,GeneOrGeneProduct,22353,155,188,train
18483878,8,VIP,GeneOrGeneProduct,22353,190,193,train
18483878,9,VIP,GeneOrGeneProduct,22353,268,271,train
18483878,10,mice,OrganismTaxon,10090,277,281,train
18483878,11,cyclophosphamide,ChemicalEntity,D003520,374,390,train
18483878,12,CYP,ChemicalEntity,D003520,392,395,train
18483878,13,cystitis,DiseaseOrPhenotypicFeature,D003556,405,413,train
18483878,14,VIP,GeneOrGeneProduct,22353,421,424,train
18483878,15,inflammatory,DiseaseOrPhenotypicFeature,D007249,443,455,train
18483878,16,VIP,GeneOrGeneProduct,22353,487,490,train
18483878,17,mice,OrganismTaxon,10090,496,500,train
18483878,18,inflammatory,DiseaseOrPhenotypicFeature,D007249,524,536,train
18483878,19,cystitis,DiseaseOrPhenotypicFeature,D003556,563,571,train
18483878,20,mouse,OrganismTaxon,10090,575,580,train
18483878,21,inflammatory,DiseaseOrPhenotypicFeature,D007249,581,593,train
18483878,22,VIP,GeneOrGeneProduct,22353,724,727,train
18483878,23,mice,OrganismTaxon,10090,733,737,train
18483878,24,CYP,ChemicalEntity,D003520,754,757,train
18483878,25,cystitis,DiseaseOrPhenotypicFeature,D003556,766,774,train
18483878,26,CYP,ChemicalEntity,D003520,853,856,train
18483878,27,VIP,GeneOrGeneProduct,22353,875,878,train
18483878,28,CYP,ChemicalEntity,D003520,899,902,train
18483878,29,VIP,GeneOrGeneProduct,22353,939,942,train
18483878,30,CYP,ChemicalEntity,D003520,969,972,train
18483878,31,VIP,GeneOrGeneProduct,22353,997,1000,train
18483878,32,CYP,ChemicalEntity,D003520,1011,1014,train
18483878,33,IL-1beta,GeneOrGeneProduct,16176,1267,1275,train
18483878,34,CXCL1,GeneOrGeneProduct,14825,1280,1285,train
18483878,35,CYP,ChemicalEntity,D003520,1287,1290,train
18483878,36,CXCL1,GeneOrGeneProduct,14825,1356,1361,train
18483878,37,IL-1beta,GeneOrGeneProduct,16176,1366,1374,train
18483878,38,VIP,GeneOrGeneProduct,22353,1408,1411,train
18483878,39,mice,OrganismTaxon,10090,1417,1421,train
18483878,40,VIP,GeneOrGeneProduct,22353,1441,1444,train
18483878,41,mice,OrganismTaxon,10090,1450,1454,train
18483878,42,CYP,ChemicalEntity,D003520,1460,1463,train
18483878,43,VIP,GeneOrGeneProduct,22353,1637,1640,train
18483878,44,mice,OrganismTaxon,10090,1646,1650,train
18483878,45,bladder inflammation,DiseaseOrPhenotypicFeature,D003556,1656,1676,train
18483878,46,inflammatory,DiseaseOrPhenotypicFeature,D007249,1678,1690,train
18483878,47,CYP,ChemicalEntity,D003520,1746,1749,train
18483878,48,bladder dysfunction,DiseaseOrPhenotypicFeature,D001745,1801,1820,train
18483878,49,VIP,GeneOrGeneProduct,22353,1824,1827,train
18483878,50,mice,OrganismTaxon,10090,1833,1837,train
18483878,51,bladder inflammation,DiseaseOrPhenotypicFeature,D003556,1843,1863,train
18631865,0,mToR inhibitors,ChemicalEntity,-,0,15,train
18631865,1,proteinuria,DiseaseOrPhenotypicFeature,D011507,24,35,train
18631865,2,calcineurin inhibitors,ChemicalEntity,D065095,153,175,train
18631865,3,mammalian target of rapamycin (mToR) inhibitors,ChemicalEntity,-,179,226,train
18631865,4,sirolimus,ChemicalEntity,D020123,239,248,train
18631865,5,chronic allograft nephropathy,DiseaseOrPhenotypicFeature,D051436,286,315,train
18631865,6,proteinuria,DiseaseOrPhenotypicFeature,D011507,325,336,train
18631865,7,proteinuria,DiseaseOrPhenotypicFeature,D011507,473,484,train
18631865,8,sirolimus,ChemicalEntity,D020123,496,505,train
18631865,9,calcineurin inhibitors,ChemicalEntity,D065095,531,553,train
18631865,10,proteinuria,DiseaseOrPhenotypicFeature,D011507,600,611,train
18631865,11,sirolimus,ChemicalEntity,D020123,637,646,train
18631865,12,patients,OrganismTaxon,9606,687,695,train
18631865,13,sirolimus,ChemicalEntity,D020123,709,718,train
18631865,14,glomerulosclerosis,DiseaseOrPhenotypicFeature,D005921,764,782,train
18631865,15,mToR,GeneOrGeneProduct,2475,804,808,train
18631865,16,patients,OrganismTaxon,9606,828,836,train
18631865,17,mToR,GeneOrGeneProduct,2475,965,969,train
18631865,18,proteinuria,DiseaseOrPhenotypicFeature,D011507,987,998,train
18791947,0,Bernard-Soulier Syndrome,DiseaseOrPhenotypicFeature,D001606,10,34,train
18791947,1,deletion (TGAG),SequenceVariant,c|DEL||TGAG,66,81,train
18791947,2,GPIbalpha,GeneOrGeneProduct,2811,85,94,train
18791947,3,GPIbalpha,GeneOrGeneProduct,2811,109,118,train
18791947,4,bleeding,DiseaseOrPhenotypicFeature,D006470,134,142,train
18791947,5,patients,OrganismTaxon,9606,229,237,train
18791947,6,Bernard-Soulier Syndrome,DiseaseOrPhenotypicFeature,D001606,243,267,train
18791947,7,BSS,DiseaseOrPhenotypicFeature,D001606,269,272,train
18791947,8,GPIbalpha,GeneOrGeneProduct,2811,336,345,train
18791947,9,bleeding,DiseaseOrPhenotypicFeature,D006470,424,432,train
18791947,10,BSS,DiseaseOrPhenotypicFeature,D001606,505,508,train
18791947,11,patient,OrganismTaxon,9606,509,516,train
18791947,12,deletion (TGAG),SequenceVariant,c|DEL||TGAG,557,572,train
18791947,13,gpIbalpha,GeneOrGeneProduct,2811,580,589,train
18791947,14,ristocetin,ChemicalEntity,D012310,760,770,train
18791947,15,thrombocytopenia,DiseaseOrPhenotypicFeature,D013921,873,889,train
18791947,16,GPIbalpha,GeneOrGeneProduct,2811,1033,1042,train
18791947,17,patient,OrganismTaxon,9606,1114,1121,train
18791947,18,deletion (TGAG),SequenceVariant,c|DEL||TGAG,1213,1228,train
18791947,19,GPIbalpha,GeneOrGeneProduct,2811,1460,1469,train
18791947,20,TGAG deletion,SequenceVariant,c|DEL||TGAG,1470,1483,train
18791947,21,bleeding tendency,DiseaseOrPhenotypicFeature,D006470,1648,1665,train
19370764,0,UDP-N-acetylglucosamine-1-phosphotransferase gamma subunit,GeneOrGeneProduct,84572,76,134,train
19370764,1,GNPTG,GeneOrGeneProduct,84572,136,141,train
19370764,2,patients,OrganismTaxon,9606,151,159,train
19370764,3,mucolipidosis III gamma,DiseaseOrPhenotypicFeature,C565367,165,188,train
19370764,4,Mucolipidosis type III,DiseaseOrPhenotypicFeature,D009081,190,212,train
19370764,5,MLIII,DiseaseOrPhenotypicFeature,D009081,214,219,train
19370764,6,autosomal recessive disorder,DiseaseOrPhenotypicFeature,D030342,227,255,train
19370764,7,patients,OrganismTaxon,9606,316,324,train
19370764,8,MLIII,DiseaseOrPhenotypicFeature,D009081,398,403,train
19370764,9,GNPTG,GeneOrGeneProduct,84572,415,420,train
19370764,10,p.T286M,SequenceVariant,rs193302860,478,485,train
19370764,11,p.W111X,SequenceVariant,rs137852884,501,508,train
19370764,12,AG-dinucleotide,SequenceVariant,rs193302855,553,568,train
19370764,13,c.610-2A>G,SequenceVariant,rs193302855,607,617,train
19370764,14,c.611delG,SequenceVariant,rs193302856,677,686,train
19370764,15,c.640_667del28,SequenceVariant,rs193302859,691,705,train
19370764,16,c.609+28_610-16del,SequenceVariant,c|DEL|609+28_610-16|,758,776,train
19370764,17,c.610-2A>G,SequenceVariant,rs193302855,839,849,train
19370764,18,p.G204_K247del,SequenceVariant,p|DEL|204_247|,1005,1019,train
19370764,19,p.G204VfsX28,SequenceVariant,p|FS|G|204|V|28,1058,1070,train
19370764,20,patient,OrganismTaxon,9606,1105,1112,train
19370764,21,c.609+28_610-16del,SequenceVariant,c|DEL|609+28_610-16|,1151,1169,train
19370764,22,GNPTG,GeneOrGeneProduct,84572,1193,1198,train
19370764,23,c.609+28_610-16del,SequenceVariant,c|DEL|609+28_610-16|,1237,1255,train
19370764,24,patient,OrganismTaxon,9606,1335,1342,train
19370764,25,anisomycin,ChemicalEntity,D000841,1407,1417,train
19370764,26,33-bp genomic deletion,SequenceVariant,g|DEL||33,1512,1534,train
19370764,27,GNPTG,GeneOrGeneProduct,84572,1584,1589,train
19370764,28,p.G204VfsX17,SequenceVariant,p|FS|G|204|V|17,1656,1668,train
19370764,29,GNPTG,GeneOrGeneProduct,84572,1721,1726,train
19370764,30,GNPTG,GeneOrGeneProduct,84572,2083,2088,train
20331935,0,risperidone,ChemicalEntity,D018967,46,57,train
20331935,1,selective serotonin reuptake inhibitors,ChemicalEntity,D017367,62,101,train
20331935,2,risperidone,ChemicalEntity,D018967,208,219,train
20331935,3,hyperprolactinemia,DiseaseOrPhenotypicFeature,D006966,228,246,train
20331935,4,risperidone,ChemicalEntity,D018967,420,431,train
20331935,5,outpatient,OrganismTaxon,9606,503,513,train
20331935,6,Hyperprolactinemia,DiseaseOrPhenotypicFeature,D006966,957,975,train
20331935,7,risperidone,ChemicalEntity,D018967,1028,1039,train
20331935,8,testosterone,ChemicalEntity,D013739,1071,1083,train
20331935,9,hyperprolactinemia,DiseaseOrPhenotypicFeature,D006966,1153,1171,train
20331935,10,prolactin,GeneOrGeneProduct,5617,1334,1343,train
20331935,11,selective serotonin reuptake inhibitors,ChemicalEntity,D017367,1504,1543,train
20331935,12,SSRIs,ChemicalEntity,D017367,1545,1550,train
20331935,13,patients,OrganismTaxon,9606,1755,1763,train
20331935,14,fractures,DiseaseOrPhenotypicFeature,D050723,1782,1791,train
20331935,15,risperidone,ChemicalEntity,D018967,1810,1821,train
20331935,16,SSRIs,ChemicalEntity,D017367,1826,1831,train
20331935,17,patients,OrganismTaxon,9606,1867,1875,train
20331935,18,hyperprolactinemia,DiseaseOrPhenotypicFeature,D006966,1881,1899,train
20331935,19,risperidone,ChemicalEntity,D018967,1946,1957,train
20331935,20,hyperprolactinemia,DiseaseOrPhenotypicFeature,D006966,1966,1984,train
20331935,21,SSRI,ChemicalEntity,D017367,1989,1993,train
20331935,22,fracture,DiseaseOrPhenotypicFeature,D050723,2181,2189,train
21059483,0,GALT,GeneOrGeneProduct,2592,4,8,train
21059483,1,GALT,GeneOrGeneProduct,2592,77,81,train
21059483,2,Classic galactosemia,DiseaseOrPhenotypicFeature,D005693,116,136,train
21059483,3,autosomal recessive disorder of galactose metabolism,DiseaseOrPhenotypicFeature,D005693,143,195,train
21059483,4,lactose,ChemicalEntity,D007785,312,319,train
21059483,5,patients,OrganismTaxon,9606,326,334,train
21059483,6,neurological deficits,DiseaseOrPhenotypicFeature,D009461,381,402,train
21059483,7,ovarian failure,DiseaseOrPhenotypicFeature,D016649,407,422,train
21059483,8,GALT,GeneOrGeneProduct,2592,479,483,train
21059483,9,galactosemia,DiseaseOrPhenotypicFeature,D005693,502,514,train
21059483,10,5.5 kb deletion,SequenceVariant,c|DEL||5.5K,574,589,train
21059483,11,GALT,GeneOrGeneProduct,2592,1132,1136,train
21059483,12,galactosemia,DiseaseOrPhenotypicFeature,D005693,1425,1437,train
21059483,13,patient,OrganismTaxon,9606,1446,1453,train
24055495,0,galactose,ChemicalEntity,D005690,15,24,train
24055495,1,cognitive deficits,DiseaseOrPhenotypicFeature,D003072,44,62,train
24055495,2,rats,OrganismTaxon,10116,78,82,train
24055495,3,streptozotocin,ChemicalEntity,D013311,122,136,train
